"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PPA1",5.99441188189157e-06,-0.456346901685543,0.26,0.403,0.101737158459464,"2","PPA1"
"SPINK1",6.07945058983124e-06,-0.31537983984047,0.28,0.415,0.103180435410616,"2","SPINK1"
"PPIB",6.30272900928077e-06,-0.253981666830822,0.4,0.541,0.106969916745513,"2","PPIB"
"CLN8",6.36496245110222e-06,-0.411871242465888,0.107,0.215,0.108026142720107,"2","CLN8"
"RNASET2",6.57936525785807e-06,-0.5740562743049,0.417,0.558,0.111664987156367,"2","RNASET2"
"CD58",6.87149369450825e-06,-0.26214117544526,0.137,0.245,0.116622990983194,"2","CD58"
"PIN4",7.429845267859e-06,-0.358492504893993,0.113,0.225,0.126099333886103,"2","PIN4"
"CD63",7.72033983106053e-06,-0.456280374941195,0.673,0.797,0.131029607612759,"2","CD63"
"LILRB4",7.81074009947738e-06,-0.44980228325684,0.117,0.232,0.13256388096833,"2","LILRB4"
"CHD9",8.26996397195453e-06,-0.412767107470876,0.097,0.204,0.140357828532012,"2","CHD9"
"TXN",8.27636335237856e-06,-1.71687510441549,0.51,0.63,0.140466438816569,"2","TXN"
"LIMS1",8.77877989144739e-06,-0.258640899826037,0.3,0.433,0.148993452317645,"2","LIMS1"
"TRAM1",8.87366329588414e-06,-0.264268140171176,0.177,0.29,0.150603813457746,"2","TRAM1"
"LGALS3BP",9.07051107966552e-06,-0.456623136773151,0.113,0.228,0.153944714044083,"2","LGALS3BP"
"NPM1",9.13728151146773e-06,-0.340801766085896,0.593,0.731,0.15507794181263,"2","NPM1"
"NMNAT3",1.05561159625468e-05,-0.736628163533616,0.297,0.441,0.179158400116345,"2","NMNAT3"
"NUTF2",1.07236046387577e-05,-0.364735545446019,0.09,0.195,0.182001017928996,"2","NUTF2"
"AKAP9",1.18037082695529e-05,-0.314754446615254,0.173,0.286,0.200332536750852,"2","AKAP9"
"MAP3K13",1.29580100851811e-05,-0.478140348374145,0.13,0.248,0.219923347165693,"2","MAP3K13"
"HINT1",1.31651542954601e-05,-0.433414225110996,0.43,0.578,0.223438998702548,"2","HINT1"
"ITSN2",1.37790247918885e-05,-0.423873023001546,0.11,0.22,0.233857608767931,"2","ITSN2"
"OGFRL1",1.42908996989843e-05,-0.341819574779789,0.163,0.278,0.242545149691162,"2","OGFRL1"
"ANKRD11",1.43324050907859e-05,-0.256132703722711,0.153,0.259,0.243249579200819,"2","ANKRD11"
"STX7",1.45840692696372e-05,-0.372185493336426,0.14,0.254,0.247520823644282,"2","STX7"
"NEMF",1.53271881351062e-05,-0.421156038996022,0.097,0.2,0.260133037029023,"2","NEMF"
"MAF1",1.67202742105559e-05,-0.297634755031273,0.107,0.209,0.283776493901554,"2","MAF1"
"FAM177A1",1.81902048635312e-05,-0.255644603830118,0.157,0.264,0.308724156943851,"2","FAM177A1"
"SWAP70",1.84799148969221e-05,-0.429277491837966,0.09,0.193,0.313641115630562,"2","SWAP70"
"CLNS1A",1.86771358528944e-05,-0.326535926447545,0.127,0.235,0.316988349695323,"2","CLNS1A"
"SCPEP1",1.91057204688972e-05,-0.403494847363586,0.183,0.308,0.324262287798124,"2","SCPEP1"
"CLEC10A",2.21673893157272e-05,-0.547395457614892,0.09,0.193,0.376224931466522,"2","CLEC10A"
"MFSD1",2.22062091571232e-05,-0.266673803308808,0.207,0.325,0.376883781814696,"2","MFSD1"
"TMED10",2.57207564146596e-05,-0.280463323533703,0.237,0.358,0.436532677869602,"2","TMED10"
"PRPF40A",3.01028464901322e-05,-0.290817025991667,0.157,0.268,0.510905510630523,"2","PRPF40A"
"PEA15",3.02127112272257e-05,-0.456371353866297,0.157,0.276,0.512770134948475,"2","PEA15"
"CALR",3.82972352421486e-05,-0.312163330795824,0.407,0.541,0.649980676529747,"2","CALR"
"HEXB",4.2952090179804e-05,-0.447750917681428,0.243,0.375,0.728982874531634,"2","HEXB"
"HSPA5",4.55070179197694e-05,-0.257643905333395,0.26,0.378,0.772345108134326,"2","HSPA5"
"TUBB4B",4.55818783772587e-05,-0.357249400604944,0.13,0.236,0.773615639818834,"2","TUBB4B"
"GCC2",4.99306260976415e-05,-0.313592654144506,0.163,0.269,0.847422586129171,"2","GCC2"
"VSIG4",5.19468820681489e-05,-0.33751387618804,0.24,0.361,0.881642482460623,"2","VSIG4"
"CPM",5.34955658433167e-05,-0.693404808404147,0.143,0.256,0.90792674349277,"2","CPM"
"CLEC2B",6.032444962235e-05,-0.270515944611543,0.257,0.378,1,"2","CLEC2B"
"TAF1D",6.73340390212697e-05,-0.335077798960169,0.177,0.29,1,"2","TAF1D"
"PDIA6",6.98020504810176e-05,-0.272667894332519,0.203,0.314,1,"2","PDIA6"
"DYNC1I2",7.04667264504917e-05,-0.441628059277771,0.107,0.208,1,"2","DYNC1I2"
"FXYD2",7.14177757611038e-05,-0.388041805494537,0.17,0.287,1,"2","FXYD2"
"FCGR3A",7.38942040351458e-05,-0.398333225875006,0.267,0.392,1,"2","FCGR3A"
"SNRNP70",8.02464845746362e-05,-0.331869557318193,0.143,0.25,1,"2","SNRNP70"
"IL18",8.24959016626983e-05,-0.368888101847476,0.13,0.232,1,"2","IL18"
"HSPA1A",8.73729716606504e-05,-0.346995681450367,0.397,0.523,1,"2","HSPA1A"
"CD83",8.99712288840963e-05,-0.458581431819253,0.157,0.268,1,"2","CD83"
"IFNGR1",9.5235121748923e-05,-0.336837961241577,0.38,0.511,1,"2","IFNGR1"
"TUBA1A",0.000105562072149698,-0.287459392558313,0.157,0.265,1,"2","TUBA1A"
"CACYBP",0.000129036529938732,-0.404511480284186,0.14,0.246,1,"2","CACYBP"
"POLR2J3",0.000134642029318042,-0.361628712666592,0.19,0.301,1,"2","POLR2J3"
"ARF6",0.00015747420643134,-0.271471108515138,0.223,0.334,1,"2","ARF6"
"IGSF6",0.000197890011345553,-0.367881077308955,0.273,0.394,1,"2","IGSF6"
"ARHGAP18",0.000216693998509142,-0.264156926106532,0.187,0.29,1,"2","ARHGAP18"
"SLC1A3",0.000237929057733098,-0.485026765810298,0.17,0.276,1,"2","SLC1A3"
"ISCU",0.000242177634008294,-0.383791124156625,0.217,0.332,1,"2","ISCU"
"OCIAD1",0.000261596844619343,-0.292828310981743,0.177,0.281,1,"2","OCIAD1"
"ID2",0.000263109324737462,-0.410858179331904,0.443,0.57,1,"2","ID2"
"ORC4",0.00026493462095456,-0.326054827104944,0.3,0.42,1,"2","ORC4"
"TMEM176A",0.000354091478107919,-0.431427473579919,0.163,0.268,1,"2","TMEM176A"
"MYDGF",0.000370847111740229,-0.266647097646709,0.217,0.326,1,"2","MYDGF"
"FCGR2A",0.000387382755682989,-0.449092294287101,0.337,0.459,1,"2","FCGR2A"
"SQSTM1",0.000398401134378185,-0.385372334557064,0.21,0.321,1,"2","SQSTM1"
"BLOC1S6",0.000439599829997212,-0.436111363709341,0.233,0.346,1,"2","BLOC1S6"
"NAP1L1",0.000479490577245686,-0.292928189483328,0.497,0.617,1,"2","NAP1L1"
"ALOX5AP",0.00103501319252699,-0.264826481932141,0.42,0.531,1,"2","ALOX5AP"
"CHCHD10",0.00103717494452074,-0.262623658347231,0.273,0.376,1,"2","CHCHD10"
"SPP1.1",1.42175499896839e-118,2.98113589948587,0.893,0.469,2.41300258424915e-114,"3","SPP1"
"CSTB.1",4.24326334206301e-85,2.00818908852474,0.913,0.706,7.20166654414934e-81,"3","CSTB"
"HLA-DPA1.1",6.77597544591815e-58,-1.78886605482689,0.67,0.868,1.15001855268123e-53,"3","HLA-DPA1"
"CTSD.1",2.3121609639e-57,1.38925586156412,0.907,0.571,3.92419958793109e-53,"3","CTSD"
"HLA-DPB1.1",2.99036269736013e-54,-1.94932538254579,0.64,0.836,5.07524356995961e-50,"3","HLA-DPB1"
"MIF",3.03081745554882e-50,1.54079325169388,0.847,0.725,5.14390338555745e-46,"3","MIF"
"CTSL.1",3.71448113753588e-48,1.67095036830157,0.693,0.311,6.30421738662589e-44,"3","CTSL"
"ADM",2.07354833961107e-38,1.72981635440416,0.467,0.127,3.51922624198792e-34,"3","ADM"
"MS4A6A",5.29840164868068e-37,-1.66112730329629,0.317,0.624,8.99244727814084e-33,"3","MS4A6A"
"C15orf48",2.32051627619913e-35,1.62007533202846,0.657,0.358,3.93838022396517e-31,"3","C15orf48"
"HLA-DQB1.1",4.37147749971285e-35,-1.80580718524885,0.413,0.664,7.41927161251265e-31,"3","HLA-DQB1"
"NUPR1.1",9.43633292320527e-35,2.16920866333044,0.46,0.19,1.6015344237264e-30,"3","NUPR1"
"CCL7",5.78690359122645e-33,2.35657762287609,0.217,0.018,9.82153277502953e-29,"3","CCL7"
"GPNMB.1",9.42327240862429e-33,0.911671030446128,0.697,0.322,1.59931779319171e-28,"3","GPNMB"
"CD63.1",1.69385375665981e-32,0.895847975202777,0.877,0.76,2.87480859580302e-28,"3","CD63"
"HLA-DRB1.1",3.05618036791201e-32,-1.38178420391234,0.643,0.782,5.18694932042025e-28,"3","HLA-DRB1"
"MARCO",6.50231335341135e-31,1.51602493803932,0.367,0.087,1.10357262234097e-26,"3","MARCO"
"CCL2",1.77410366891481e-30,2.30428126497041,0.447,0.2,3.01100874688221e-26,"3","CCL2"
"ALDOA",2.96153025172471e-29,1.03904941172098,0.773,0.556,5.02630914322718e-25,"3","ALDOA"
"APOC1.1",1.22130252772071e-28,0.939652301037959,0.83,0.564,2.07279465004758e-24,"3","APOC1"
"S100A10",2.76527014442137e-28,0.934465358083749,0.923,0.815,4.69321648911196e-24,"3","S100A10"
"LGALS3",9.80978206353224e-28,1.15772372991255,0.717,0.489,1.66491621182269e-23,"3","LGALS3"
"LGALS1",1.26048654922415e-27,0.79885059026934,0.937,0.826,2.13929777134322e-23,"3","LGALS1"
"ATP6V1F",9.69704187372867e-27,0.899869654987595,0.763,0.609,1.64578194680923e-22,"3","ATP6V1F"
"HLA-DQA1.1",2.06014426286275e-26,-1.51478595500956,0.347,0.611,3.49647684293066e-22,"3","HLA-DQA1"
"CTSB.1",5.35390554737191e-25,0.831916521309448,0.84,0.71,9.08664849499961e-21,"3","CTSB"
"PLIN2",1.00407881083206e-24,1.48767578491844,0.54,0.313,1.70412255774418e-20,"3","PLIN2"
"S100A8.1",3.0316141792978e-22,-0.466591231978942,0.613,0.32,5.14525558510423e-18,"3","S100A8"
"PLAUR",3.1365566935705e-22,1.15549783121698,0.597,0.326,5.32336402032785e-18,"3","PLAUR"
"GLUL",3.47798138425413e-22,0.959554623052609,0.817,0.656,5.90283000535611e-18,"3","GLUL"
"GSTO1",3.5713391578012e-22,0.852973971070669,0.673,0.517,6.06127681862019e-18,"3","GSTO1"
"MCEMP1",9.04204404258032e-22,1.13031023571355,0.25,0.053,1.53461571490673e-17,"3","MCEMP1"
"IFI6",1.04757859284637e-20,1.27263218858804,0.58,0.385,1.77795038777887e-16,"3","IFI6"
"HLA-DMA.1",2.9959087337877e-20,-1.04539972424986,0.48,0.658,5.08465630298449e-16,"3","HLA-DMA"
"TIMP1",6.68019201320841e-20,1.16373930219222,0.803,0.663,1.13376218848173e-15,"3","TIMP1"
"CD68",1.99770582324791e-19,0.91058275702521,0.64,0.43,3.39050632321636e-15,"3","CD68"
"LDHA",2.6431510068769e-19,0.898669640351368,0.647,0.52,4.48595588887148e-15,"3","LDHA"
"S100A9.1",9.65012216708956e-19,-0.531051479155962,0.66,0.382,1.63781873419844e-14,"3","S100A9"
"RGS2",1.51720931949506e-18,-1.45200318636139,0.27,0.522,2.57500765704701e-14,"3","RGS2"
"CELF2",1.60729992405605e-18,-1.23824333811352,0.2,0.454,2.72790943110793e-14,"3","CELF2"
"FABP5.1",1.69097777980811e-18,1.1270506398635,0.657,0.479,2.86992748789032e-14,"3","FABP5"
"GCHFR",1.57114138841688e-17,1.05072036795621,0.3,0.101,2.66654116442113e-13,"3","GCHFR"
"IFI30.1",1.75899712171677e-17,0.748453853739903,0.847,0.703,2.98536991497771e-13,"3","IFI30"
"FCER1G",2.523320131068e-17,0.615456881200882,0.917,0.794,4.2825789264486e-13,"3","FCER1G"
"FBP1",2.7445710794616e-17,1.15021116747742,0.417,0.203,4.65808603606223e-13,"3","FBP1"
"ISG15",3.05786742660347e-17,1.40879683734204,0.54,0.381,5.18981259643141e-13,"3","ISG15"
"FGL2",3.36022022499293e-17,-1.19734879428422,0.167,0.4,5.70296576585799e-13,"3","FGL2"
"HERPUD1.1",3.39377806361135e-17,-1.15346381012951,0.347,0.578,5.75992012956119e-13,"3","HERPUD1"
"BCL2A1.1",7.5852001779557e-17,0.932909366291725,0.53,0.287,1.28736017420264e-12,"3","BCL2A1"
"CCL3",8.77624946090836e-17,1.30696736170394,0.47,0.229,1.48950505850537e-12,"3","CCL3"
"PLD4.1",2.40825532865791e-16,-1.04171144613805,0.013,0.165,4.0872909437982e-12,"3","PLD4"
"FCER1A",3.65438662608569e-16,-1.82304234048258,0.003,0.135,6.20222498179263e-12,"3","FCER1A"
"RGS1.1",5.45930656636798e-16,-1.01796586730534,0.5,0.711,9.26553510443973e-12,"3","RGS1"
"SDC2",1.34759269216795e-15,0.973713535298759,0.25,0.11,2.28713431714744e-11,"3","SDC2"
"JAML",2.25575879117307e-15,-1.21700572422706,0.07,0.245,3.82847382037893e-11,"3","JAML"
"NOP10",4.62167026288977e-15,0.783678305767082,0.643,0.509,7.84389877017653e-11,"3","NOP10"
"REL.1",5.16036182942119e-15,-1.07836078570381,0.357,0.583,8.75816609689364e-11,"3","REL"
"CD1E",5.70225850053269e-15,-1.13386248620097,0,0.107,9.67787312710409e-11,"3","CD1E"
"CXCL8",5.73476120091834e-15,1.29168755584544,0.47,0.255,9.73303671019861e-11,"3","CXCL8"
"RNASE6",6.38292140901509e-15,-1.11116664750425,0.283,0.469,1.08330942153804e-10,"3","RNASE6"
"VSIR.1",1.16987642688044e-14,-0.960592164567963,0.153,0.375,1.98551427170148e-10,"3","VSIR"
"IL1RN",1.3986666365621e-14,1.24535887386212,0.237,0.071,2.3738170155732e-10,"3","IL1RN"
"BIRC3",1.62089914494975e-14,-2.15006006403911,0.03,0.183,2.75099002880872e-10,"3","BIRC3"
"LGALS2",1.65765140744595e-14,-1.24023561296752,0.033,0.189,2.81336596871727e-10,"3","LGALS2"
"CEBPD",4.75555848948566e-14,-0.960135346564873,0.38,0.551,8.07113386835507e-10,"3","CEBPD"
"CXCR4",6.22226613529534e-14,-1.06773602888769,0.487,0.663,1.05604300848233e-09,"3","CXCR4"
"PABPC1",7.25813818311007e-14,-0.740636129784919,0.543,0.709,1.23185121243744e-09,"3","PABPC1"
"HNRNPA1",9.85483321832196e-14,-0.61734363136121,0.65,0.775,1.6725622938136e-09,"3","HNRNPA1"
"EMP3.1",1.02109791423937e-13,0.687175657099243,0.69,0.515,1.73300738004706e-09,"3","EMP3"
"CD1C",1.55431156413636e-13,-1.22173948559896,0.003,0.115,2.63797758665224e-09,"3","CD1C"
"CORO1A",1.74802620730637e-13,-0.87905178017739,0.257,0.484,2.96675007904038e-09,"3","CORO1A"
"CSF2RA.1",1.82490877936118e-13,-1.0627671651993,0.093,0.258,3.0972351803318e-09,"3","CSF2RA"
"SLC11A1.1",2.16806586488456e-13,0.74492424959128,0.48,0.254,3.67964138588208e-09,"3","SLC11A1"
"LST1.1",3.055604779342e-13,-0.859160044164553,0.487,0.673,5.18597243149923e-09,"3","LST1"
"CPVL",3.14826360679518e-13,-1.09451028560529,0.153,0.328,5.34323299345278e-09,"3","CPVL"
"AQP9",5.39724969751651e-13,0.587446729593405,0.21,0.063,9.16021218662502e-09,"3","AQP9"
"SLC25A6",5.5992179986367e-13,-0.624305754492808,0.54,0.663,9.50299278728621e-09,"3","SLC25A6"
"PPA1.1",5.65957290031225e-13,-1.08449474890626,0.23,0.409,9.60542712640996e-09,"3","PPA1"
"CD9.1",6.49443077003147e-13,0.724746280674018,0.62,0.426,1.10223479028974e-08,"3","CD9"
"FKBP5",6.81681047424602e-13,-0.835624551239605,0.237,0.461,1.15694907368903e-08,"3","FKBP5"
"CCL17.1",8.80576543772336e-13,-3.89995450599411,0.013,0.121,1.49451451009041e-08,"3","CCL17"
"ALOX5AP.1",1.08593998581543e-12,0.787148985715175,0.663,0.487,1.84305734392594e-08,"3","ALOX5AP"
"CLEC10A.1",1.17487795772612e-12,-1.2118590097918,0.06,0.199,1.99400286985277e-08,"3","CLEC10A"
"RNASE1",1.34346165655692e-12,1.56794639144921,0.31,0.156,2.2801231235084e-08,"3","RNASE1"
"LUC7L3",1.41237495320662e-12,-0.983006364838205,0.147,0.34,2.39708277058227e-08,"3","LUC7L3"
"ANXA5",2.22706806727122e-12,0.554960158454833,0.683,0.582,3.77977992377272e-08,"3","ANXA5"
"ZFP36L2",2.39456188105761e-12,-1.03362273573709,0.33,0.519,4.06405042453098e-08,"3","ZFP36L2"
"ERO1A",2.43293408439747e-12,0.914030291112421,0.277,0.128,4.12917572803939e-08,"3","ERO1A"
"APOE.1",3.231347970249e-12,0.456766087911204,0.763,0.57,5.4842437751066e-08,"3","APOE"
"ANKRD44",3.23810579457203e-12,-0.93482719451921,0.053,0.2,5.49571315454764e-08,"3","ANKRD44"
"INHBA",3.25521658127447e-12,1.18126091822616,0.167,0.049,5.52475358173902e-08,"3","INHBA"
"SRGAP1",4.64384367029773e-12,-0.877500507208924,0.023,0.152,7.8815314772293e-08,"3","SRGAP1"
"RETN.1",4.76739248785929e-12,1.15323143244854,0.303,0.133,8.09121853039479e-08,"3","RETN"
"RGS18",5.38495375909277e-12,-0.789557055097323,0.013,0.132,9.13934351993225e-08,"3","RGS18"
"RAB3B",8.89331220686155e-12,-0.919293112425419,0.553,0.71,1.50937294774854e-07,"3","RAB3B"
"TREM1",9.89031601224557e-12,0.809834072108639,0.323,0.144,1.67858443359832e-07,"3","TREM1"
"CD302",1.2633760469868e-11,-0.840586596185322,0.137,0.323,2.144201826946e-07,"3","CD302"
"TPI1",3.09689439184839e-11,0.600680319078486,0.673,0.572,5.2560491618451e-07,"3","TPI1"
"PNISR",3.12929570102007e-11,-0.778821342451497,0.26,0.466,5.31104066377126e-07,"3","PNISR"
"RGS10.1",3.54927896547343e-11,-0.788587940505921,0.407,0.582,6.0238362602015e-07,"3","RGS10"
"EBI3.1",3.57245723233376e-11,-0.814770196560313,0.007,0.108,6.06317441471685e-07,"3","EBI3"
"AKAP13",4.19710288583109e-11,-0.799628572932148,0.14,0.327,7.12332301783253e-07,"3","AKAP13"
"METTL7A",4.49243242678020e-11,-0.945841434515744,0.057,0.202,7.62455631473136e-07,"3","METTL7A"
"CCL20",4.4989866186093e-11,1.48187763244373,0.22,0.094,7.63568008910371e-07,"3","CCL20"
"LY6E",4.74042191146077e-11,0.881408903774326,0.503,0.35,8.04544406813122e-07,"3","LY6E"
"STK17B",7.4942817650867e-11,-0.986773624085556,0.103,0.267,1.27192950117051e-06,"3","STK17B"
"STK4.1",1.48724376042056e-10,-0.798421290477057,0.11,0.279,2.52415011018578e-06,"3","STK4"
"BNIP3",2.20312473957379e-10,0.86470210263277,0.17,0.068,3.73914330800463e-06,"3","BNIP3"
"RASSF4.1",2.23223653460473e-10,-0.843032645157716,0.107,0.266,3.78855184653115e-06,"3","RASSF4"
"PPARG",2.27040941336401e-10,0.518151101954557,0.137,0.033,3.85333885636141e-06,"3","PPARG"
"CFP",2.34337338588378e-10,-0.780931919438259,0.03,0.146,3.97717331052195e-06,"3","CFP"
"IDO1.1",2.40205139250486e-10,-1.4406416454199,0.093,0.244,4.07676162335924e-06,"3","IDO1"
"F13A1",3.2496389895775e-10,-0.961814889001973,0.037,0.163,5.51528729311094e-06,"3","F13A1"
"NAP1L1.1",3.65216419115827e-10,-0.758828965121536,0.46,0.624,6.19845306523382e-06,"3","NAP1L1"
"NOP53",4.76817966075111e-10,-0.741265209902365,0.313,0.493,8.09255452022678e-06,"3","NOP53"
"CD44",4.77625160645585e-10,0.609259836953971,0.627,0.457,8.10625422647687e-06,"3","CD44"
"CEBPB.1",5.35604581822293e-10,0.556415871740972,0.71,0.535,9.09028096268795e-06,"3","CEBPB"
"SOD2",5.46991910831224e-10,0.818288266777585,0.61,0.473,9.28354671062753e-06,"3","SOD2"
"UPP1",5.66788750354298e-10,0.665325869348159,0.423,0.251,9.61953867101315e-06,"3","UPP1"
"CALM1.1",6.95211838304543e-10,0.591495338593871,0.72,0.585,1.17991353197047e-05,"3","CALM1"
"MEF2C",7.48250575621419e-10,-0.960184026617854,0.16,0.327,1.26993087694467e-05,"3","MEF2C"
"TGM2",7.96089864703676e-10,0.659172011938876,0.19,0.067,1.35112371837508e-05,"3","TGM2"
"NMNAT3.1",9.53041746060391e-10,-1.14607063219465,0.293,0.442,1.6175024514137e-05,"3","NMNAT3"
"CIITA.1",1.02949121976009e-09,-0.83260876516148,0.047,0.175,1.74725249817682e-05,"3","CIITA"
"IL13RA1",1.43499615299151e-09,-0.696763439620941,0.137,0.304,2.43547547085719e-05,"3","IL13RA1"
"EMP1",1.79122673489049e-09,0.660614412810804,0.243,0.101,3.04007001445613e-05,"3","EMP1"
"ELOC",1.83241878902369e-09,0.626543688811735,0.427,0.321,3.109981168731e-05,"3","ELOC"
"CXCL3",1.89751684884756e-09,1.03850647633851,0.257,0.112,3.22046559586408e-05,"3","CXCL3"
"HK2",1.99030842640416e-09,0.649676189036985,0.22,0.086,3.37795146129314e-05,"3","HK2"
"EIF3L",2.3018780415473e-09,-0.712716708723588,0.2,0.356,3.90674741211408e-05,"3","EIF3L"
"HMGN3.1",2.83598154745664e-09,-0.715740763533768,0.3,0.46,4.81322788234341e-05,"3","HMGN3"
"SMAP2",3.59799846962473e-09,-0.691226656578132,0.163,0.332,6.10652300264709e-05,"3","SMAP2"
"ACP5.1",4.00725577095961e-09,0.562000654851143,0.423,0.245,6.80111449447265e-05,"3","ACP5"
"CTRB1",4.53610308039945e-09,-1.64184556452162,0.07,0.202,7.69867414805394e-05,"3","CTRB1"
"HLA-DMB.1",5.41913973797111e-09,-0.649314233969519,0.313,0.489,9.19736396328456e-05,"3","HLA-DMB"
"APLP2",5.43444727985748e-09,0.489261032600736,0.67,0.508,9.22334392337411e-05,"3","APLP2"
"HCLS1",6.0277258927361e-09,-0.652799443184409,0.267,0.451,0.000102302563851517,"3","HCLS1"
"CSTA.1",8.23918075160292e-09,-0.800606443195793,0.393,0.528,0.000139835375716205,"3","CSTA"
"SLC2A3.1",9.28681555353869e-09,0.753553647588471,0.393,0.231,0.000157615833574659,"3","SLC2A3"
"AREG",1.08835200428681e-08,-1.70119052851159,0.17,0.279,0.000184715102167558,"3","AREG"
"GDI2",1.29913056469041e-08,-0.666667257844997,0.24,0.397,0.000220488439439256,"3","GDI2"
"SNAP23",1.38401642292145e-08,-0.556201835971164,0.083,0.221,0.000234895267298228,"3","SNAP23"
"TSC22D3",1.53828605435446e-08,-0.727247265839026,0.453,0.57,0.000261077909145039,"3","TSC22D3"
"P4HA1",1.72299058273444e-08,0.583825740524893,0.213,0.095,0.000292425961701689,"3","P4HA1"
"CXCL2",1.72376635926112e-08,0.959879228293633,0.283,0.156,0.000292557626493797,"3","CXCL2"
"SNX10",1.74364957718587e-08,0.688391203194957,0.413,0.268,0.000295932206239985,"3","SNX10"
"NAAA",1.79565714737185e-08,-0.668278706789829,0.033,0.142,0.00030475893105195,"3","NAAA"
"FYB1",1.91858044110907e-08,-0.798136167434285,0.29,0.419,0.000325621472465032,"3","FYB1"
"FCGR3A.1",2.00918242227543e-08,0.441799654982718,0.527,0.345,0.000340998440708587,"3","FCGR3A"
"DUSP22",2.04700075223939e-08,-0.489840526338807,0.027,0.129,0.000347416967670069,"3","DUSP22"
"BRI3",2.33015993157545e-08,0.613312180366892,0.517,0.352,0.000395474743586985,"3","BRI3"
"FOXP1",2.33873648855444e-08,-0.704558251632687,0.113,0.262,0.000396930356837459,"3","FOXP1"
"LPL",2.3911193318866e-08,0.724468177699116,0.167,0.058,0.000405820773007794,"3","LPL"
"PLA2G7",3.00906168214968e-08,0.62100510845104,0.257,0.119,0.000510697948694443,"3","PLA2G7"
"CST7.1",4.02456821269884e-08,-0.940578313100227,0.057,0.167,0.000683049717059247,"3","CST7"
"ARGLU1",4.57534473259855e-08,-0.357244589254849,0.157,0.309,0.000776527508016625,"3","ARGLU1"
"PKIB.1",5.2038541174168e-08,-0.712963990886523,0.043,0.153,0.00088319812080798,"3","PKIB"
"MGST3.1",5.68253978330919e-08,0.546098383040951,0.49,0.375,0.000964440652023236,"3","MGST3"
"HLA-DOA.1",5.71146143161457e-08,-0.43051128786115,0.047,0.153,0.000969349234173625,"3","HLA-DOA"
"FAM118A",6.52074671964404e-08,-0.740564441952118,0.04,0.146,0.00110670113325799,"3","FAM118A"
"MGST2",7.27165086935273e-08,-0.604459946571678,0.167,0.323,0.00123414458554655,"3","MGST2"
"CNIH4",7.64147009109335e-08,0.592319032429226,0.327,0.187,0.00129691030386036,"3","CNIH4"
"GLIPR1",7.95618262890565e-08,-0.718780887502675,0.237,0.376,0.00135032331577787,"3","GLIPR1"
"GAPT",8.12816572886518e-08,-0.718394689065644,0.037,0.138,0.001379512287503,"3","GAPT"
"CSF1R.1",1.01136852355237e-07,-0.70405596780532,0.183,0.304,0.00171649465817308,"3","CSF1R"
"CYP27A1",1.08171897562153e-07,0.858502122288855,0.23,0.116,0.00183589344542485,"3","CYP27A1"
"PRPF38B.1",1.15978111684211e-07,-0.658814343169591,0.227,0.392,0.00196838051150443,"3","PRPF38B"
"FN1",1.20582460725153e-07,0.491094127825091,0.467,0.297,0.00204652552342729,"3","FN1"
